0,0.0,289.86298,0.03968516,0.07527763,-0.1219987,0.0831271,-0.002980411,-0.123313904,0.0,0.0,0.0,07:07:2015 12:39:57.728
0,0.0,289.86298,0.03968516,0.07527763,-0.1219987,0.0831271,-0.002980411,-0.123313904,0.0,0.0,0.0,07:07:2015 12:39:57.728
0,0.0,289.86298,0.03968516,0.07527763,-0.1219987,0.0831271,-0.002980411,-0.123313904,0.0,0.0,0.0,07:07:2015 12:39:57.728
0,0.0,289.86298,0.03968516,0.07527763,-0.1219987,0.0831271,-0.002980411,-0.123313904,0.0,0.0,0.0,07:07:2015 12:39:57.728
0,0.0,289.86298,0.03968516,0.07527763,-0.1219987,0.0831271,-0.002980411,-0.123313904,0.0,0.0,0.0,07:07:2015 12:39:57.728
0,0.0,289.86298,0.03968516,0.07527763,-0.1219987,0.0831271,-0.002980411,-0.123313904,0.0,0.0,0.0,07:07:2015 12:39:57.728
0,0.0,289.86298,0.03968516,0.07527763,-0.1219987,0.0831271,-0.002980411,-0.123313904,0.0,0.0,0.0,07:07:2015 12:39:57.728
0,0.0,289.86298,0.03968516,0.07527763,-0.1219987,0.0831271,-0.002980411,-0.123313904,0.0,0.0,0.0,07:07:2015 12:39:57.728
0,0.0,289.86298,0.03968516,0.07527763,-0.1219987,0.0831271,-0.002980411,-0.123313904,0.0,0.0,0.0,07:07:2015 12:39:57.728
0,0.0,289.86298,0.03968516,0.07527763,-0.1219987,0.0831271,-0.002980411,-0.123313904,0.0,0.0,0.0,07:07:2015 12:39:57.728
0,0.0,289.86298,0.03968516,0.07527763,-0.1219987,0.0831271,-0.002980411,-0.123313904,0.0,0.0,0.0,07:07:2015 12:39:57.728
0,0.0,289.86298,0.03968516,0.07527763,-0.1219987,0.0831271,-0.002980411,-0.123313904,0.0,0.0,0.0,07:07:2015 12:39:57.728
0,0.0,289.86298,0.03968516,0.07527763,-0.1219987,0.0831271,-0.002980411,-0.123313904,0.0,0.0,0.0,07:07:2015 12:39:57.728
0,0.0,289.86298,0.03968516,0.07527763,-0.1219987,0.0831271,-0.002980411,-0.123313904,0.0,0.0,0.0,07:07:2015 12:39:57.728
0,0.0,289.86298,0.03968516,0.07527763,-0.1219987,0.0831271,-0.002980411,-0.123313904,0.0,0.0,0.0,07:07:2015 12:39:57.728
0,0.0,289.86298,0.03968516,0.07527763,-0.1219987,0.0831271,-0.002980411,-0.123313904,0.0,0.0,0.0,07:07:2015 12:39:57.728
0,0.0,289.86298,0.03968516,0.07527763,-0.1219987,0.0831271,-0.002980411,-0.123313904,0.0,0.0,0.0,07:07:2015 12:39:57.728
0,0.0,289.86298,0.03968516,0.07527763,-0.1219987,0.0831271,-0.002980411,-0.123313904,0.0,0.0,0.0,07:07:2015 12:39:57.728
0,0.0,289.86298,0.03968516,0.07527763,-0.1219987,0.0831271,-0.002980411,-0.123313904,0.0,0.0,0.0,07:07:2015 12:39:57.728
0,0.0,289.86298,0.03968516,0.07527763,-0.1219987,0.0831271,-0.002980411,-0.123313904,0.0,0.0,0.0,07:07:2015 12:39:57.728
